"","Census_date","Site","Transect_plot","Quad","Phenology","Xcoord","Ycoord","Stem_diam_mm","Height_cm","Num_total_branches","Longest_leaf_cm","Num_flowers","Num_fruits","Longest_fruit_cm","Num_repro_branches","Notes","Census_year","Year_marked","Entered_by","Date_entered","Collected_by","Tag","2018tag","2019tag","Band","Band_color","Band_num","Pick_color","Sword_color","Canopy_width_cm","Leaf_thickness_mm","Buds","Herbivory","Num_leaves","Category_herbivory","Stem_diam_mm_UFA"
"980",2022-07-08,"WL1","2","7.5","V",37,18,"1.37","1.6",1,"1.4",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",72,"green",NA,NA,NA,NA,"Y",NA,NA,1.37
"981",2022-07-08,"WL1","2","8","V",NA,NA,"0.34","1.4",1,"0.3",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,"N",NA,NA,0.5
"982",2022-07-08,"WL1","2","8","V",NA,NA,"0.35","1.0",1,"0.7",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,"N",NA,NA,0.5
"983",2022-07-08,"WL1","2","8","V",22,44,"1.1","2.2",1,"2.0",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",948,"green",NA,NA,NA,NA,"N",NA,NA,1.1
"984",2022-07-08,"WL1","2","8","V",14,46,"0.72","1.6",1,"1.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",903,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"985",2022-07-08,"WL1","2","8","V",11,12,"0.63","1.3",1,"0.7",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",61,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"986",2022-07-08,"WL1","2","8","V",21,10,"0.68","1.5",1,"0.5",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",63,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"987",2022-07-08,"WL1","2","8","V",31,1,"0.58","1.6",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",19,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"988",2022-07-08,"WL1","2","8.5","V",33,27,"1.11","2.4",1,"1.1",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",76,"green",NA,NA,NA,NA,"Y",NA,NA,1.11
"989",2022-07-08,"WL1","2","8.5","V",25,4,"0.62","1.9",1,"0.4",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",77,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"990",2022-07-08,"WL1","2","8.5","V",32,23,"1.1","2.2",1,"1.1",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",34,"red",NA,NA,NA,NA,"Y",NA,NA,1.1
"991",2022-07-08,"WL1","2","8.5","V",NA,NA,"0.44","1.9",1,"0.4",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"992",2022-07-08,"WL1","3","0","V",NA,NA,"0.32","1.1",1,"0.2",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,"N",NA,NA,0.5
"993",2022-07-08,"WL1","3","0","V",NA,NA,"0.26","1.9",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,"N",NA,NA,0.5
"994",2022-07-08,"WL1","3","0","V",NA,NA,"0.42","1.4",1,"0.2",NA,NA,NA,NA,"shriveled",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"995",2022-07-08,"WL1","3","0","V",NA,NA,"0.37","1.7",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"996",2022-07-08,"WL1","3","0","V",NA,NA,"0.49","2.8",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"997",2022-07-08,"WL1","3","0","V",28,34,"1.24","3.8",1,"1.1",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",705,"green",NA,NA,NA,NA,"N",NA,NA,1.24
"998",2022-07-08,"WL1","3","0","V",NA,NA,"0.48","3.2",1,"0.4",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"999",2022-07-08,"WL1","3","0","V",23,0,"1.09","1.8",1,"0.7",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",835,"yellow",NA,NA,NA,NA,"N",NA,NA,1.09
"1000",2022-07-08,"WL1","3","0","V",NA,NA,"0.26","0.6",1,"0.2",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yellow",NA,NA,NA,NA,"N",NA,NA,0.5
"1001",2022-07-08,"WL1","3","0.5","V",26,5,"0.92","1.3",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",604,"blue",NA,NA,NA,NA,"N",NA,NA,0.5
"1002",2022-07-08,"WL1","3","0.5","V",NA,NA,"0.47","0.8",1,"0.3",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,"N",NA,NA,0.5
"1003",2022-07-08,"WL1","3","0.5","V",24,17,"0.92","1.1",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",173,"blue",NA,NA,NA,NA,"N",NA,NA,0.5
"1004",2022-07-08,"WL1","3","0.5","V",NA,NA,"0.47","1.4",1,"0.3",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,"N",NA,NA,0.5
"1005",2022-07-08,"WL1","3","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not located",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA
"1006",2022-07-08,"WL1","3","0.5","V",43,3,"1.31","2.3",1,"1.4",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",834,"green",NA,NA,NA,NA,"N",NA,NA,1.31
"1007",2022-07-08,"WL1","3","0.5","V",37,0,"1.43","2.7",1,"1.3",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",161,"green",NA,NA,NA,NA,"N",NA,NA,1.43
"1008",2022-07-08,"WL1","3","0.5","V",22,5,"1.01","2.9",1,"1.5",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",837,"green",NA,NA,NA,NA,"N",NA,NA,1.01
"1009",2022-07-08,"WL1","3","0.5","V",28,6,"1.03","2.0",1,"1.0",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",174,"green",NA,NA,NA,NA,"N",NA,NA,1.03
"1010",2022-07-08,"WL1","3","0.5","V",25,7,"1.14","1.8",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",663,"green",NA,NA,NA,NA,"N",NA,NA,1.14
"1011",2022-07-08,"WL1","3","0.5","V",NA,NA,"0.95","1.9",1,"1.1",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1012",2022-07-08,"WL1","3","0.5","V",NA,NA,"1.6","2.6",1,"1.2",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,1.6
"1013",2022-07-08,"WL1","3","0.5","V",NA,NA,"1.09","2.4",1,"0.7",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,1.09
"1014",2022-07-08,"WL1","3","0.5","V",NA,NA,"1.23","2.7",1,"1.3",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,1.23
"1015",2022-07-08,"WL1","3","0.5","V",NA,NA,"1.65","2.5",1,"1.2",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,1.65
"1016",2022-07-08,"WL1","3","0.5","V",NA,NA,"1.18","2.2",1,"0.7",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,1.18
"1017",2022-07-08,"WL1","3","0.5","V",NA,NA,"0.64","1.1",1,"0.4",NA,NA,NA,NA,"shriveled/wilte",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1018",2022-07-08,"WL1","3","0.5","V",NA,NA,"1.5","2.8",1,"1.8",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,1.5
"1019",2022-07-08,"WL1","3","0.5","V",NA,NA,"0.9","2.0",1,"0.7",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1020",2022-07-08,"WL1","3","0.5","V",NA,NA,"0.98","1.6",1,"0.8",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1021",2022-07-08,"WL1","3","0.5","V",NA,NA,"1.93","3.2",1,"1.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,1.93
"1022",2022-07-08,"WL1","3","0.5","V",NA,NA,"0.88","1.8",1,"0.5",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1023",2022-07-08,"WL1","3","0.5","V",NA,NA,"1.2","3.5",1,"2.0",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,1.2
"1024",2022-07-08,"WL1","3","0.5","V",NA,NA,"0.9","2.6",1,"0.5",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1025",2022-07-08,"WL1","3","0.5","V",NA,NA,"1.16","2.7",1,"0.2",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,1.16
"1026",2022-07-08,"WL1","3","0.5","V",0,9,"0.88","1.0",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",678,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1027",2022-07-08,"WL1","3","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not located",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA
"1028",2022-07-08,"WL1","3","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not located",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA
"1029",2022-07-08,"WL1","3","0.5","V",42,3,"1.5","3.5",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",10,"red",NA,NA,NA,NA,"N",NA,NA,1.5
"1030",2022-07-08,"WL1","3","0.5","V",41,2,"1.05","1.6",1,"0.5",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",146,"red",NA,NA,NA,NA,"N",NA,NA,1.05
"1031",2022-07-08,"WL1","3","0.5","V",NA,NA,"0.38","1.0",1,"0.01",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"1032",2022-07-08,"WL1","3","0.5","V",30,16,"1.95","1.5",1,"0.5",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",206,"red",NA,NA,NA,NA,"N",NA,NA,1.95
"1033",2022-07-08,"WL1","3","0.5","V",NA,NA,"0.47","1.2",1,"0.7",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"1034",2022-07-08,"WL1","3","0.5","V",32,0,"0.87","1.2",1,"0.3",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",827,"yellow",NA,NA,NA,NA,"N",NA,NA,0.5
"1035",2022-07-08,"WL1","3","0.5","V",27,1,"0.67","1.2",1,"0.4",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",830,"yellow",NA,NA,NA,NA,"N",NA,NA,0.5
"1036",2022-07-08,"WL1","3","1","V",28,5,"0.73","1.8",1,"0.5",NA,NA,NA,NA,"distance around 15x 5y is maybe trampled",2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",169,"blue",NA,NA,NA,NA,"N",NA,NA,0.5
"1037",2022-07-08,"WL1","3","1","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA
"1038",2022-07-08,"WL1","3","1","V",35,2,"1.61","3.2",1,"1.1",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",700,"green",NA,NA,NA,NA,"N",NA,NA,1.61
"1039",2022-07-08,"WL1","3","1","V",45,6,"0.72","2.3",1,"0.4",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",167,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1040",2022-07-08,"WL1","3","1",NA,NA,NA,"0.32","0.9",1,"0.4",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1041",2022-07-08,"WL1","3","1","V",NA,NA,"0.42","1.8",1,"0.4",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1042",2022-07-08,"WL1","3","1","V",26,10,"1.11","0.9",1,"0.8",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",601,"green",NA,NA,NA,NA,"N",NA,NA,1.11
"1043",2022-07-08,"WL1","3","1","V",11,17,"1.37","3.2",1,"1.1",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",674,"green",NA,NA,NA,NA,"N",NA,NA,1.37
"1044",2022-07-08,"WL1","3","1","V",9,16,"1.34","3.4",1,"1.2",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",667,"green",NA,NA,NA,NA,"N",NA,NA,1.34
"1045",2022-07-08,"WL1","3","1","V",9,20,"1.27","1.7",1,"0.5",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",150,"green",NA,NA,NA,NA,"N",NA,NA,1.27
"1046",2022-07-08,"WL1","3","1","V",NA,NA,"2.03","4.2",1,"0.9",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,2.03
"1047",2022-07-08,"WL1","3","1","V",NA,NA,"1.87","1.6",1,"1.7",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,1.87
"1048",2022-07-08,"WL1","3","1","V",NA,NA,"1.14","1.6",1,"0.9",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,1.14
"1049",2022-07-08,"WL1","3","1","V",NA,NA,"1.2","2.1",1,"1.0",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,1.2
"1050",2022-07-08,"WL1","3","1","V",NA,NA,"0.41","0.9",1,"0.3",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1051",2022-07-08,"WL1","3","1","V",NA,NA,"1.24","3.4",1,"1.2",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,1.24
"1052",2022-07-08,"WL1","3","1","V",NA,NA,"0.66","1.7",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1053",2022-07-08,"WL1","3","1","V",NA,NA,"0.48","1.3",1,"0.2",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1054",2022-07-08,"WL1","3","1","V",NA,NA,"0.87","1.9",1,"0.5",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1055",2022-07-08,"WL1","3","1","V",NA,NA,"1.48","2.4",1,"1.2",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,1.48
"1056",2022-07-08,"WL1","3","1","V",NA,NA,"0.97","2.7",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1057",2022-07-08,"WL1","3","1","V",NA,NA,"1.17","2.2",1,"0.8",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,1.17
"1058",2022-07-08,"WL1","3","1","V",NA,NA,"0.89","1.2",1,"0.8",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1059",2022-07-08,"WL1","3","1","V",NA,NA,"0.4","2.5",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1060",2022-07-08,"WL1","3","1","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA
"1061",2022-07-08,"WL1","3","1","V",NA,NA,"0.56","1.9",1,"0.7",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1062",2022-07-08,"WL1","3","1","V",NA,NA,"0.15","0.6",1,"0.1",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1063",2022-07-08,"WL1","3","1","V",NA,NA,"0.17","0.4",1,"<0.1",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1064",2022-07-08,"WL1","3","1","V",NA,NA,"0.5","1.8",1,"0.3",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1065",2022-07-08,"WL1","3","1","V",NA,NA,"0.72","2.4",1,"0.9",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1066",2022-07-08,"WL1","3","1","V",NA,NA,"0.81","1.9",1,"0.7",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1067",2022-07-08,"WL1","3","1","V",NA,NA,"0.76","1.1",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1068",2022-07-08,"WL1","3","1","V",12,17,"0.86","2.3",1,"0.4",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",171,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1069",2022-07-08,"WL1","3","1","V",14,18,"1.22","3.4",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",702,"green",NA,NA,NA,NA,"N",NA,NA,1.22
"1070",2022-07-08,"WL1","3","1","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA
"1071",2022-07-08,"WL1","3","1","V",NA,NA,"0.77","1.2",1,"0.5",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1072",2022-07-08,"WL1","3","1","V",NA,NA,"1.35","1.7",1,"0.4",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,1.35
"1073",2022-07-08,"WL1","3","1","V",NA,NA,"1.27","3.1",1,"1.4",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,1.27
"1074",2022-07-08,"WL1","3","1","V",NA,NA,"0.46","1.8",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1075",2022-07-08,"WL1","3","1","V",NA,NA,"0.52","1.2",1,"0.7",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1076",2022-07-08,"WL1","3","1","V",NA,NA,"0.22","2.3",1,"0.2",NA,NA,NA,NA,"crushed sideways",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1077",2022-07-08,"WL1","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not found;loose green pick in plot",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA
"1078",2022-07-08,"WL1","3","1","V",NA,NA,"0.28","1.8",1,"0.3",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"1079",2022-07-08,"WL1","3","1","V",NA,NA,"0.43","0.7",1,"0.3",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"1080",2022-07-08,"WL1","3","1","V",3,1,"0.92","1.9",1,"0.4",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",605,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"1081",2022-07-08,"WL1","3","1","V",NA,NA,"0.64","0.8",1,"0.2",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"1082",2022-07-08,"WL1","3","1","V",NA,NA,"0.8","0.8",1,"0.4",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"1083",2022-07-08,"WL1","3","1","V",NA,NA,"0.76","2.1",1,"1.0",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"1084",2022-07-08,"WL1","3","1","V",NA,NA,"0.72","1.9",1,"0.5",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"1085",2022-07-08,"WL1","3","1","V",NA,NA,"0.62","1.1",1,"0.3",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"1086",2022-07-08,"WL1","3","1","V",NA,NA,"0.72","1.9",1,"0.4",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yellow",NA,NA,NA,NA,"N",NA,NA,0.5
"1087",2022-07-08,"WL1","3","1.5","V",19,20,"0.59","1.9",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",165,"blue",NA,NA,NA,NA,"N",NA,NA,0.5
"1088",2022-07-08,"WL1","3","1.5","V",NA,NA,"0.37","0.7",1,"0.2",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,"N",NA,NA,0.5
"1089",2022-07-08,"WL1","3","1.5","V",9,44,"1.01","1.2",1,"0.7",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",705,"blue",NA,NA,NA,NA,"N",NA,NA,1.01
"1090",2022-07-08,"WL1","3","1.5","V",NA,NA,"1.58","3.0",1,"1.7",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,"N",NA,NA,1.58
"1091",2022-07-08,"WL1","3","1.5","V",5,2,"0.95","1.2",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",163,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1092",2022-07-08,"WL1","3","1.5","V",8,0,"0.94","1.0",1,"0.6",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",604,"green",NA,NA,NA,NA,"N",NA,NA,0.5
"1093",2022-07-08,"WL1","3","1.5","V",27,3,"1.18","2.7",1,"1.1",NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,"white",160,"green",NA,NA,NA,NA,"N",NA,NA,1.18
